WARD,NEIGHBOURHOOD_NUMBER,STRUCTURE_TYPE,OCCUPIED,UNOCCUPIED,NO_LONGER_IN_USE,NO_RESPONSE
Ward 12,6216,Row House,22,49,2,0
Ward 12,6216,Apartment (5+ stories),0,0,0,0
Ward 12,6216,Apartment (1-4 stories),0,0,0,0
Ward 12,6216,Manufactured/Mobile Home,0,0,0,0
Ward 12,6216,Institution/Collective Residence,0,0,0,0
Ward 12,6216,Hotel/Motel,0,0,0,0
Ward 12,6216,RV/Tent/Other,0,0,0,0
Ward 12,6216,No Response,0,0,0,0
Ward 12,6330,Single Detached House,1093,16,3,0
Ward 12,6330,Duplex/Fourplex,70,0,0,0
Ward 12,6330,Row House,90,2,2,0
Ward 12,6330,Apartment (5+ stories),0,0,0,0
Ward 12,6330,Apartment (1-4 stories),0,0,0,0
Ward 12,6330,Manufactured/Mobile Home,0,0,0,0
Ward 12,6330,Institution/Collective Residence,0,0,0,0
Ward 12,6330,Hotel/Motel,0,0,0,0
Ward 12,6330,RV/Tent/Other,1,0,0,0
Ward 12,6330,No Response,0,0,0,0
Ward 12,6370,Single Detached House,2059,27,2,0
Ward 12,6370,Duplex/Fourplex,13,1,0,0
Ward 12,6370,Row House,25,1,1,0
Ward 12,6370,Apartment (5+ stories),0,0,0,0
Ward 12,6370,Apartment (1-4 stories),78,12,0,0
Ward 12,6370,Manufactured/Mobile Home,0,0,0,0
Ward 12,6370,Institution/Collective Residence,2,0,0,0
Ward 12,6370,Hotel/Motel,0,0,0,0
Ward 12,6370,RV/Tent/Other,3,0,0,0
Ward 12,6370,No Response,0,0,0,0
Ward 12,6390,Single Detached House,1208,8,2,0
Ward 12,6390,Duplex/Fourplex,199,2,0,0
Ward 12,6390,Row House,1,7,0,0
Ward 12,6390,Apartment (5+ stories),0,0,0,0
Ward 12,6390,Apartment (1-4 stories),322,3,11,0
Ward 12,6390,Manufactured/Mobile Home,0,0,0,0
Ward 12,6390,Institution/Collective Residence,0,0,0,0
Ward 12,6390,Hotel/Motel,0,0,0,0
Ward 12,6390,RV/Tent/Other,0,0,0,0
Ward 12,6390,No Response,0,0,0,0
Ward 12,6440,Single Detached House,0,0,0,0
Ward 12,6440,Duplex/Fourplex,0,0,0,0
Ward 12,6440,Row House,0,0,0,0
Ward 12,6440,Apartment (5+ stories),0,0,0,0
Ward 12,6440,Apartment (1-4 stories),0,0,0,0
Ward 12,6440,Manufactured/Mobile Home,0,0,0,0
Ward 12,6440,Institution/Collective Residence,0,0,0,0
Ward 12,6440,Hotel/Motel,0,0,0,0
Ward 12,6440,RV/Tent/Other,0,0,0,0
Ward 12,6440,No Response,0,0,0,0
Ward 12,6441,Single Detached House,103,21,1,0
Ward 12,6441,Duplex/Fourplex,4,3,0,0
Ward 12,6441,Row House,1,2,6,0
Ward 12,6441,Apartment (5+ stories),0,0,0,0
Ward 12,6441,Apartment (1-4 stories),0,0,0,0
Ward 12,6441,Manufactured/Mobile Home,0,0,0,0
Ward 12,6441,Institution/Collective Residence,0,0,0,0
Ward 12,6441,Hotel/Motel,0,0,0,0
Ward 12,6441,RV/Tent/Other,0,0,0,0
Ward 12,6441,No Response,0,0,0,0
Ward 12,6442,Single Detached House,1606,21,0,0
Ward 12,6442,Duplex/Fourplex,398,10,0,0
Ward 12,6442,Row House,109,1,5,0
Ward 12,6442,Apartment (5+ stories),0,0,0,0
Ward 12,6442,Apartment (1-4 stories),406,18,1,0
Ward 12,6442,Manufactured/Mobile Home,0,0,0,0
Ward 12,6442,Institution/Collective Residence,1,0,0,0
Ward 12,6442,Hotel/Motel,0,0,0,0
Ward 12,6442,RV/Tent/Other,0,0,0,0
Ward 12,6442,No Response,0,0,0,0
Ward 12,6443,Single Detached House,752,16,9,0
Ward 12,6443,Duplex/Fourplex,132,2,0,0
Ward 12,6443,Row House,100,9,0,0
Ward 12,6443,Apartment (5+ stories),0,0,0,0
Ward 12,6443,Apartment (1-4 stories),140,2,2,0
Ward 12,6443,Manufactured/Mobile Home,0,0,0,0
Ward 12,6443,Institution/Collective Residence,0,0,0,0
Ward 12,6443,Hotel/Motel,0,0,0,0
Ward 12,6443,RV/Tent/Other,0,0,0,0
Ward 12,6443,No Response,0,0,0,0
Ward 12,6444,Single Detached House,728,42,0,0
Ward 12,6444,Duplex/Fourplex,180,11,0,0
Ward 12,6444,Row House,23,14,0,0
Ward 12,6444,Apartment (5+ stories),0,0,0,0
Ward 12,6444,Apartment (1-4 stories),400,92,0,0
Ward 12,6444,Manufactured/Mobile Home,0,0,0,0
Ward 12,6444,Institution/Collective Residence,1,0,0,0
Ward 12,6444,Hotel/Motel,0,0,0,0
Ward 12,6444,RV/Tent/Other,0,0,0,0
Ward 12,6444,No Response,0,0,0,0
Ward 12,6530,Single Detached House,809,17,1,0
Ward 12,6530,Duplex/Fourplex,89,4,2,0
Ward 12,6530,Row House,100,0,0,0
Ward 12,6530,Apartment (5+ stories),0,0,0,0
Ward 12,6530,Apartment (1-4 stories),112,1,1,0
Ward 12,6530,Manufactured/Mobile Home,0,0,0,0
Ward 12,6530,Institution/Collective Residence,1,0,0,0
Ward 12,6530,Hotel/Motel,0,0,0,0
Ward 12,6530,RV/Tent/Other,0,0,0,0
Ward 12,6530,No Response,0,0,0,0
Ward 12,6580,Single Detached House,700,9,14,0
Ward 12,6580,Duplex/Fourplex,122,1,5,0
Ward 12,6580,Row House,364,10,5,0
Ward 12,6580,Apartment (5+ stories),0,0,0,0
Ward 12,6580,Apartment (1-4 stories),461,3,2,0
Ward 12,6580,Manufactured/Mobile Home,0,0,0,0
Ward 12,6580,Institution/Collective Residence,0,0,0,0
Ward 12,6580,Hotel/Motel,0,0,0,0
Ward 12,6580,RV/Tent/Other,2,0,0,0
Ward 12,6580,No Response,0,0,0,0
Ward 12,6660,Single Detached House,92,0,3,0
Ward 12,6660,Duplex/Fourplex,0,0,0,0
Ward 12,6660,Row House,0,0,0,0
Ward 12,6660,Apartment (5+ stories),0,0,0,0
Ward 12,6660,Apartment (1-4 stories),0,0,0,0
Ward 12,6660,Manufactured/Mobile Home,0,0,0,0
Ward 12,6660,Institution/Collective Residence,0,0,0,0
Ward 12,6660,Hotel/Motel,0,0,0,0
Ward 12,6660,RV/Tent/Other,0,0,0,0
Ward 12,6660,No Response,0,0,0,0
Ward 12,6661,Single Detached House,920,21,0,0
Ward 12,6661,Duplex/Fourplex,362,4,0,0
Ward 12,6661,Row House,52,45,3,0
Ward 12,6661,Apartment (5+ stories),0,0,0,0
Ward 12,6661,Apartment (1-4 stories),0,0,0,0
Ward 12,6661,Manufactured/Mobile Home,0,0,0,0
Ward 12,6661,Institution/Collective Residence,0,0,0,0
Ward 12,6661,Hotel/Motel,0,0,0,0
Ward 12,6661,RV/Tent/Other,1,0,0,0
Ward 12,6661,No Response,0,0,0,0
Ward 12,6662,Single Detached House,886,49,1,0
Ward 12,6662,Duplex/Fourplex,284,6,1,0
Ward 12,6662,Row House,181,23,1,0
Ward 12,6662,Apartment (5+ stories),0,0,0,0
Ward 12,6662,Apartment (1-4 stories),153,4,3,0
Ward 12,6662,Manufactured/Mobile Home,0,0,0,0
Ward 12,6662,Institution/Collective Residence,0,0,0,0
Ward 12,6662,Hotel/Motel,0,0,0,0
Ward 12,6662,RV/Tent/Other,0,0,0,0
Ward 12,6662,No Response,0,0,0,0
Ward 12,6665,Single Detached House,0,0,0,0
Ward 12,6665,Duplex/Fourplex,0,0,0,0
Ward 12,6665,Row House,0,0,0,0
Ward 12,6665,Apartment (5+ stories),0,0,0,0
Ward 12,6665,Apartment (1-4 stories),0,0,0,0
Ward 12,6665,Manufactured/Mobile Home,0,0,0,0
Ward 12,6665,Institution/Collective Residence,0,0,0,0
Ward 12,6665,Hotel/Motel,0,0,0,0
Ward 12,6665,RV/Tent/Other,0,0,0,0
Ward 12,6665,No Response,0,0,0,0
Ward 12,6770,Single Detached House,838,19,3,0
Ward 12,6770,Duplex/Fourplex,66,4,5,0
Ward 12,6770,Row House,15,0,3,0
Ward 12,6770,Apartment (5+ stories),0,0,0,0
Ward 12,6770,Apartment (1-4 stories),258,4,1,0
Ward 12,6770,Manufactured/Mobile Home,0,0,0,0
Ward 12,6770,Institution/Collective Residence,0,0,0,0
Ward 12,6770,Hotel/Motel,0,0,0,0
Ward 12,6770,RV/Tent/Other,0,0,0,0
Ward 12,6770,No Response,0,0,0,0
Ward 12,6790,Single Detached House,1907,33,8,0
Ward 12,6790,Duplex/Fourplex,139,7,1,0
Ward 12,6790,Row House,88,2,1,0
Ward 12,6790,Apartment (5+ stories),0,0,0,0
Ward 12,6790,Apartment (1-4 stories),282,14,1,0
Ward 12,6790,Manufactured/Mobile Home,0,0,0,0
Ward 12,6790,Institution/Collective Residence,0,0,0,0
Ward 12,6790,Hotel/Motel,0,0,0,0
Ward 12,6790,RV/Tent/Other,0,0,0,0
Ward 12,6790,No Response,0,0,0,0
